user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
2050,119,OffSeason,[2-3],Nonref,[260-360],[5-inf],TRUE
2051,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2052,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2053,39,OffSeason,[0-1],Standard,[160-260],[3-4],TRUE
2054,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
2055,20,OffSeason,[4-7],Standard,[160-260],[1-1],TRUE
706,20,OffSeason,[4-7],Standard,[160-260],[1-1],TRUE
2056,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2057,305,LowSeason,[2-3],Standard,[260-360],[3-4],FALSE
2058,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2059,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
2060,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2061,147,LowSeason,[4-7],Nonref,[160-260],[5-inf],TRUE
2062,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2063,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2064,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2065,312,LowSeason,[4-7],Nonref,[360-500],[5-inf],TRUE
2066,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2067,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2068,188,LowSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2069,313,LowSeason,[4-7],Nonref,[360-500],[5-inf],FALSE
2070,157,LowSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2071,314,LowSeason,[4-7],Nonref,[160-260],[2-2],FALSE
2072,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2073,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2074,213,HighSeason,[4-7],Nonref,[260-360],[3-4],TRUE
2075,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2076,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
706,30,OffSeason,[4-7],Standard,[160-260],[2-2],TRUE
2077,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2078,315,LowSeason,[4-7],Standard,[160-260],[2-2],FALSE
2079,249,HighSeason,[2-3],Standard,[260-360],[5-inf],TRUE
2080,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2081,105,OffSeason,[4-7],Nonref,[160-260],[2-2],FALSE
2082,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2083,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2084,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2085,316,HighSeason,[4-7],Standard,[360-500],[5-inf],TRUE
2086,159,OffSeason,[4-7],Nonref,[160-260],[3-4],FALSE
2087,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2088,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2090,43,OffSeason,[2-3],Standard,[260-360],[2-2],TRUE
2091,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
2092,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2093,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2094,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2095,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2096,119,OffSeason,[2-3],Nonref,[260-360],[5-inf],TRUE
2097,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2098,30,OffSeason,[4-7],Standard,[160-260],[2-2],TRUE
2099,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2100,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2101,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2102,317,OffSeason,[4-7],Nonref,[260-360],[2-2],TRUE
2103,114,OffSeason,[4-7],Nonref,[260-360],[5-inf],TRUE
2104,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2105,41,OffSeason,[2-3],Standard,[160-260],[5-inf],TRUE
2107,118,OffSeason,[2-3],Standard,[260-360],[5-inf],FALSE
2108,318,HighSeason,[2-3],Nonref,[160-260],[5-inf],TRUE
2109,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2110,133,OffSeason,[2-3],Nonref,[260-360],[3-4],TRUE
2112,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2113,300,LowSeason,[2-3],Nonref,[260-360],[5-inf],TRUE
1994,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2114,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
706,194,OffSeason,[0-1],Standard,[160-260],[2-2],FALSE
870,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
706,319,HighSeason,[0-1],Standard,[160-260],[3-4],FALSE
2116,41,OffSeason,[2-3],Standard,[160-260],[5-inf],TRUE
2117,140,OffSeason,[8-inf],Standard,[160-260],[3-4],TRUE
1287,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
2118,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2119,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2120,27,OffSeason,[2-3],Standard,[160-260],[2-2],FALSE
2121,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2122,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2124,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
706,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2126,152,OffSeason,[2-3],Nonref,[260-360],[5-inf],FALSE
2127,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2128,214,OffSeason,[4-7],Nonref,[160-260],[1-1],FALSE
2129,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2130,133,OffSeason,[2-3],Nonref,[260-360],[3-4],TRUE
2131,117,HighSeason,[4-7],Standard,[160-260],[3-4],TRUE
2132,117,HighSeason,[4-7],Standard,[160-260],[3-4],TRUE
2133,119,OffSeason,[2-3],Nonref,[260-360],[5-inf],TRUE
2134,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2135,133,OffSeason,[2-3],Nonref,[260-360],[3-4],TRUE
2136,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2137,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2138,217,OffSeason,[2-3],Nonref,[160-260],[5-inf],FALSE
2140,234,LowSeason,[4-7],Standard,[160-260],[2-2],TRUE
2141,284,LowSeason,[2-3],Standard,[160-260],[3-4],FALSE
447,14,LowSeason,[4-7],Standard,[160-260],[3-4],TRUE
2142,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2143,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2144,101,HighSeason,[2-3],Standard,[160-260],[3-4],FALSE
1413,279,LowSeason,[4-7],Standard,[260-360],[3-4],TRUE
2145,159,OffSeason,[4-7],Nonref,[160-260],[3-4],FALSE
2146,126,HighSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2147,256,HighSeason,[2-3],Standard,[160-260],[5-inf],TRUE
2148,234,LowSeason,[4-7],Standard,[160-260],[2-2],TRUE
2149,101,HighSeason,[2-3],Standard,[160-260],[3-4],FALSE
2150,11,HighSeason,[8-inf],Standard,[160-260],[3-4],TRUE
2151,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2152,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2153,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2154,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2155,310,LowSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2156,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2157,21,OffSeason,[2-3],Standard,[160-260],[1-1],TRUE
2158,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2159,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
706,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
1178,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
1178,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2160,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2161,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2162,281,LowSeason,[2-3],Nonref,[160-260],[3-4],FALSE
706,48,OffSeason,[8-inf],Standard,[160-260],[2-2],TRUE
2163,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2164,188,LowSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2165,133,OffSeason,[2-3],Nonref,[260-360],[3-4],TRUE
2166,320,OffSeason,[0-1],Nonref,[160-260],[3-4],TRUE
2167,320,OffSeason,[0-1],Nonref,[160-260],[3-4],TRUE
2168,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
1729,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2169,130,OffSeason,[0-1],Nonref,[260-360],[5-inf],TRUE
2170,126,HighSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2171,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2172,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2173,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2174,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2175,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2176,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2177,284,LowSeason,[2-3],Standard,[160-260],[3-4],FALSE
2178,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2178,321,OffSeason,[0-1],Nonref,[160-260],[2-2],TRUE
2179,136,LowSeason,[4-7],Nonref,[260-360],[3-4],TRUE
2180,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2181,111,OffSeason,[2-3],Nonref,[160-260],[5-inf],TRUE
2182,277,HighSeason,[4-7],Standard,[160-260],[3-4],FALSE
2183,160,OffSeason,[0-1],Nonref,[160-260],[5-inf],TRUE
2184,322,HighSeason,[8-inf],Nonref,[160-260],[5-inf],TRUE
2185,157,LowSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2186,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
2187,323,LowSeason,[0-1],Nonref,[160-260],[3-4],TRUE
2188,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2189,320,OffSeason,[0-1],Nonref,[160-260],[3-4],TRUE
2190,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2191,135,OffSeason,[2-3],Standard,[0-160],[2-2],FALSE
2192,284,LowSeason,[2-3],Standard,[160-260],[3-4],FALSE
2193,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
2194,247,OffSeason,[4-7],Nonref,[0-160],[2-2],TRUE
2195,324,HighSeason,[2-3],Standard,[260-360],[3-4],FALSE
2196,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2198,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2199,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
706,193,OffSeason,[0-1],Standard,[160-260],[3-4],FALSE
2200,134,LowSeason,[2-3],Nonref,[260-360],[5-inf],FALSE
2201,301,HighSeason,[4-7],Standard,[160-260],[5-inf],TRUE
2202,13,LowSeason,[2-3],Standard,[160-260],[5-inf],TRUE
2203,202,LowSeason,[2-3],Standard,[160-260],[2-2],TRUE
2204,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2205,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2206,203,HighSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2207,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2208,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2209,325,LowSeason,[4-7],Standard,[0-160],[2-2],FALSE
2210,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2212,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
2213,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2214,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
2215,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
1413,295,LowSeason,[2-3],Standard,[260-360],[3-4],TRUE
2216,187,LowSeason,[4-7],Nonref,[160-260],[3-4],TRUE
706,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
2217,49,OffSeason,[4-7],Standard,[260-360],[3-4],TRUE
2219,299,HighSeason,[4-7],Standard,[260-360],[3-4],FALSE
2220,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2221,204,LowSeason,[2-3],Standard,[160-260],[3-4],TRUE
2222,249,HighSeason,[2-3],Standard,[260-360],[5-inf],TRUE
2223,260,HighSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2223,260,HighSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2224,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2225,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
2226,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2227,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2228,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2229,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2230,326,LowSeason,[4-7],Standard,[160-260],[3-4],FALSE
2231,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
2233,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2234,13,LowSeason,[2-3],Standard,[160-260],[5-inf],TRUE
2235,187,LowSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2237,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2238,304,LowSeason,[4-7],Nonref,[260-360],[5-inf],FALSE
2239,117,HighSeason,[4-7],Standard,[160-260],[3-4],TRUE
2240,152,OffSeason,[2-3],Nonref,[260-360],[5-inf],FALSE
2241,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2242,179,OffSeason,[8-inf],Nonref,[160-260],[2-2],TRUE
2243,11,HighSeason,[8-inf],Standard,[160-260],[3-4],TRUE
2244,202,LowSeason,[2-3],Standard,[160-260],[2-2],TRUE
2246,27,OffSeason,[2-3],Standard,[160-260],[2-2],FALSE
2247,327,HighSeason,[4-7],Nonref,[260-360],[2-2],TRUE
2248,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2249,279,LowSeason,[4-7],Standard,[260-360],[3-4],TRUE
2250,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2251,250,OffSeason,[2-3],Nonref,[260-360],[3-4],FALSE
706,27,OffSeason,[2-3],Standard,[160-260],[2-2],FALSE
2252,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2253,258,HighSeason,[2-3],Standard,[260-360],[5-inf],FALSE
2254,229,OffSeason,[2-3],Nonref,[0-160],[2-2],FALSE
2255,300,LowSeason,[2-3],Nonref,[260-360],[5-inf],TRUE
2256,318,HighSeason,[2-3],Nonref,[160-260],[5-inf],TRUE
2257,279,LowSeason,[4-7],Standard,[260-360],[3-4],TRUE
2258,157,LowSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2259,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2260,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2261,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2262,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2263,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
1904,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2264,249,HighSeason,[2-3],Standard,[260-360],[5-inf],TRUE
2266,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2267,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2268,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2269,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2270,41,OffSeason,[2-3],Standard,[160-260],[5-inf],TRUE
2271,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2272,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
1807,6,OffSeason,[2-3],Standard,[260-360],[5-inf],TRUE
2273,301,HighSeason,[4-7],Standard,[160-260],[5-inf],TRUE
2274,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2275,249,HighSeason,[2-3],Standard,[260-360],[5-inf],TRUE
2276,117,HighSeason,[4-7],Standard,[160-260],[3-4],TRUE
2277,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
2278,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2280,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2281,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
2282,190,LowSeason,[2-3],Standard,[260-360],[5-inf],TRUE
2283,204,LowSeason,[2-3],Standard,[160-260],[3-4],TRUE
962,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2284,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
2285,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
2286,187,LowSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2287,124,HighSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2288,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2289,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2290,328,HighSeason,[4-7],Standard,[160-260],[2-2],FALSE
2145,193,OffSeason,[0-1],Standard,[160-260],[3-4],FALSE
2291,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2292,329,HighSeason,[2-3],Standard,[160-260],[2-2],TRUE
2261,330,OffSeason,[8-inf],Standard,[260-360],[1-1],TRUE
2293,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2294,23,OffSeason,[2-3],Standard,[160-260],[1-1],FALSE
2295,196,OffSeason,[2-3],Nonref,[260-360],[2-2],FALSE
2296,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2298,31,OffSeason,[2-3],Standard,[260-360],[3-4],TRUE
2300,136,LowSeason,[4-7],Nonref,[260-360],[3-4],TRUE
2301,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
2302,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2303,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2304,256,HighSeason,[2-3],Standard,[160-260],[5-inf],TRUE
706,331,HighSeason,[8-inf],Standard,[260-360],[3-4],TRUE
2305,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
706,14,LowSeason,[4-7],Standard,[160-260],[3-4],TRUE
2306,328,HighSeason,[4-7],Standard,[160-260],[2-2],FALSE
2308,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2309,190,LowSeason,[2-3],Standard,[260-360],[5-inf],TRUE
2310,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2311,203,HighSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2312,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2313,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2314,119,OffSeason,[2-3],Nonref,[260-360],[5-inf],TRUE
2315,30,OffSeason,[4-7],Standard,[160-260],[2-2],TRUE
2316,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
2318,234,LowSeason,[4-7],Standard,[160-260],[2-2],TRUE
2319,326,LowSeason,[4-7],Standard,[160-260],[3-4],FALSE
2321,187,LowSeason,[4-7],Nonref,[160-260],[3-4],TRUE
50,215,LowSeason,[4-7],Nonref,[260-360],[5-inf],TRUE
2322,131,HighSeason,[4-7],Standard,[160-260],[2-2],TRUE
2323,14,LowSeason,[4-7],Standard,[160-260],[3-4],TRUE
2325,305,LowSeason,[2-3],Standard,[260-360],[3-4],FALSE
2326,117,HighSeason,[4-7],Standard,[160-260],[3-4],TRUE
2327,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
2328,126,HighSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2329,305,LowSeason,[2-3],Standard,[260-360],[3-4],FALSE
2330,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
2331,276,LowSeason,[2-3],Standard,[160-260],[2-2],FALSE
2332,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2333,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2334,117,HighSeason,[4-7],Standard,[160-260],[3-4],TRUE
2335,49,OffSeason,[4-7],Standard,[260-360],[3-4],TRUE
2336,117,HighSeason,[4-7],Standard,[160-260],[3-4],TRUE
2337,276,LowSeason,[2-3],Standard,[160-260],[2-2],FALSE
2338,134,LowSeason,[2-3],Nonref,[260-360],[5-inf],FALSE
2339,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2340,260,HighSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2341,133,OffSeason,[2-3],Nonref,[260-360],[3-4],TRUE
2342,111,OffSeason,[2-3],Nonref,[160-260],[5-inf],TRUE
2343,128,OffSeason,[4-7],Standard,[0-160],[2-2],TRUE
2344,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
2345,284,LowSeason,[2-3],Standard,[160-260],[3-4],FALSE
2346,284,LowSeason,[2-3],Standard,[160-260],[3-4],FALSE
2347,260,HighSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2348,284,LowSeason,[2-3],Standard,[160-260],[3-4],FALSE
2349,217,OffSeason,[2-3],Nonref,[160-260],[5-inf],FALSE
2350,315,LowSeason,[4-7],Standard,[160-260],[2-2],FALSE
2351,326,LowSeason,[4-7],Standard,[160-260],[3-4],FALSE
2352,200,OffSeason,[2-3],Nonref,[160-260],[1-1],FALSE
2353,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2354,101,HighSeason,[2-3],Standard,[160-260],[3-4],FALSE
2355,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2356,105,OffSeason,[4-7],Nonref,[160-260],[2-2],FALSE
2357,332,LowSeason,[0-1],Standard,[160-260],[2-2],FALSE
2358,256,HighSeason,[2-3],Standard,[160-260],[5-inf],TRUE
2359,187,LowSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2361,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2362,329,HighSeason,[2-3],Standard,[160-260],[2-2],TRUE
2087,124,HighSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2364,266,LowSeason,[8-inf],Nonref,[160-260],[3-4],TRUE
2365,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2366,126,HighSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2367,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
1736,129,HighSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2370,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2370,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2371,117,HighSeason,[4-7],Standard,[160-260],[3-4],TRUE
2372,333,HighSeason,[2-3],Standard,[160-260],[5-inf],FALSE
2373,124,HighSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2374,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
2375,333,HighSeason,[2-3],Standard,[160-260],[5-inf],FALSE
2376,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
706,194,OffSeason,[0-1],Standard,[160-260],[2-2],FALSE
2377,281,LowSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2379,146,LowSeason,[4-7],Standard,[260-360],[5-inf],TRUE
2380,267,HighSeason,[4-7],Nonref,[160-260],[3-4],FALSE
2381,14,LowSeason,[4-7],Standard,[160-260],[3-4],TRUE
2382,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
2383,147,LowSeason,[4-7],Nonref,[160-260],[5-inf],TRUE
2384,310,LowSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2385,126,HighSeason,[4-7],Nonref,[160-260],[2-2],TRUE
2386,267,HighSeason,[4-7],Nonref,[160-260],[3-4],FALSE
2387,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2389,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2390,334,LowSeason,[4-7],Standard,[260-360],[3-4],FALSE
706,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2392,281,LowSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2393,310,LowSeason,[2-3],Nonref,[160-260],[2-2],FALSE
2394,129,HighSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2395,298,LowSeason,[4-7],Nonref,[160-260],[3-4],FALSE
1844,266,LowSeason,[8-inf],Nonref,[160-260],[3-4],TRUE
2396,249,HighSeason,[2-3],Standard,[260-360],[5-inf],TRUE
2397,134,LowSeason,[2-3],Nonref,[260-360],[5-inf],FALSE
2398,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2400,204,LowSeason,[2-3],Standard,[160-260],[3-4],TRUE
2400,204,LowSeason,[2-3],Standard,[160-260],[3-4],TRUE
2401,221,HighSeason,[4-7],Standard,[260-360],[5-inf],FALSE
706,335,LowSeason,[0-1],Standard,[160-260],[5-inf],TRUE
2403,187,LowSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2404,204,LowSeason,[2-3],Standard,[160-260],[3-4],TRUE
2405,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
2406,336,LowSeason,[2-3],Nonref,[160-260],[5-inf],TRUE
2407,188,LowSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2409,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
2410,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2411,281,LowSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2412,187,LowSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2413,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2414,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2415,276,LowSeason,[2-3],Standard,[160-260],[2-2],FALSE
2416,188,LowSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2417,337,LowSeason,[2-3],Nonref,[160-260],[5-inf],FALSE
2418,188,LowSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2419,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
2420,281,LowSeason,[2-3],Nonref,[160-260],[3-4],FALSE
2421,188,LowSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2422,203,HighSeason,[4-7],Nonref,[160-260],[3-4],TRUE
2424,10,HighSeason,[2-3],Standard,[260-360],[3-4],TRUE
2425,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2426,188,LowSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2427,338,LowSeason,[2-3],Nonref,[0-160],[2-2],TRUE
2428,339,HighSeason,[2-3],Standard,[360-500],[5-inf],TRUE
2429,188,LowSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2430,326,LowSeason,[4-7],Standard,[160-260],[3-4],FALSE
2431,266,LowSeason,[8-inf],Nonref,[160-260],[3-4],TRUE
2432,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
2433,188,LowSeason,[2-3],Nonref,[160-260],[2-2],TRUE
2434,248,LowSeason,[2-3],Nonref,[160-260],[3-4],TRUE
